Item_Weight,Item_Fat_Content,Item_Visibility,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
16,Regular,0.173462841,Medium,Tier 3,Supermarket Type2,1334.911389
,Low Fat,0.24749009,Small,Tier 1,Grocery Store,1052.934872
,Regular,0.087421738,Medium,Tier 3,Supermarket Type3,837.6840032
13.35,Low Fat,0.038744606,,Tier 2,Supermarket Type1,1540.953049
20.1,Low Fat,0.124910635,,Tier 3,Grocery Store,532.0305412
8.185,Low Fat,0.046673494,Medium,Tier 3,Supermarket Type2,1255.541458
9.195,Low Fat,0.048134591,Medium,Tier 1,Supermarket Type1,2048.327129
19.1,Low Fat,0.038720852,Medium,Tier 3,Supermarket Type2,1246.34886
12.85,Low Fat,0.12241394,,Tier 2,Supermarket Type1,1628.901879
11.15,Low Fat,0.032321608,,Tier 2,Supermarket Type1,1536.070915
9.8,Low Fat,0.026139404,,Tier 2,Supermarket Type1,1531.315006
10.195,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
,Regular,0.144338493,Medium,Tier 3,Supermarket Type3,912.2364661
12,Low Fat,0.034166609,,Tier 2,Supermarket Type1,1536.045772
,Regular,0.27321283,Small,Tier 1,Grocery Store,1072.937565
16.7,Regular,0.03858813,Medium,Tier 1,Supermarket Type1,1994.646466
17.1,LF,0.032628111,Small,Tier 1,Supermarket Type1,1733.770095
,Low Fat,0.133198355,Small,Tier 1,Grocery Store,933.9975451
16.7,Regular,0.038528228,Small,Tier 1,Supermarket Type1,1689.915244
19.35,Low Fat,0.016705436,,Tier 2,Supermarket Type1,1517.490591
19.2,Low Fat,0.058893461,,Tier 3,Grocery Store,466.1962502
,Regular,0.050256161,Medium,Tier 3,Supermarket Type3,804.6787032
18.25,Low Fat,0.054234197,Small,Tier 1,Supermarket Type1,1755.806989
16.75,Low Fat,0.12961476,,Tier 2,Supermarket Type1,1642.576236
17.1,Low Fat,0.054612768,,Tier 3,Grocery Store,460.4017214
13,Regular,0.030150193,,Tier 2,Supermarket Type1,1484.642572
7.17,Regular,0.059849153,,Tier 2,Supermarket Type1,1512.841611
19.85,reg,0.034942397,,Tier 3,Grocery Store,387.6329616
,Low Fat,0.060672263,Small,Tier 1,Grocery Store,864.4339433
4.615,Regular,0.102038294,,Tier 2,Supermarket Type1,1556.323902
7.63,Regular,0.135258515,Medium,Tier 3,Supermarket Type2,1304.329966
8.39,Low Fat,0.120396991,High,Tier 3,Supermarket Type1,2033.038675
5.175,Low Fat,0.030527166,,Tier 2,Supermarket Type1,1536.327328
16,Low Fat,0.099053537,High,Tier 3,Supermarket Type1,2001.727982
,Low Fat,0.134564284,Small,Tier 1,Grocery Store,943.580091
,Low Fat,0.030288215,Medium,Tier 3,Supermarket Type3,833.953089
,Regular,0.073562475,Medium,Tier 3,Supermarket Type3,835.6267209
9.5,Regular,0.048883854,Medium,Tier 3,Supermarket Type2,1200.74144
10.895,Low Fat,0.035893143,Medium,Tier 3,Supermarket Type2,1239.302992
,Regular,0.014998914,Small,Tier 1,Grocery Store,765.7338608
17.2,Regular,0.012012071,Small,Tier 1,Supermarket Type1,1663.477544
19.85,Low Fat,0.045855273,Medium,Tier 3,Supermarket Type2,1247.185076
6.385,Low Fat,0.14032811,,Tier 3,Grocery Store,551.2737026
11.65,Low Fat,0.019402371,Medium,Tier 1,Supermarket Type1,2022.9142
12.85,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
17.7,Regular,0.042716709,,Tier 2,Supermarket Type1,1498.910632
9.1,Regular,0.081794766,Medium,Tier 1,Supermarket Type1,2033.021687
15.5,Regular,0.125942816,,Tier 2,Supermarket Type1,1581.4843
16.35,Low Fat,0,,Tier 2,Supermarket Type1,1500
10.695,Regular,0.011472001,Medium,Tier 3,Supermarket Type2,1163.640209
16.6,Low Fat,0.103146658,Medium,Tier 1,Supermarket Type1,2122.22879
,Regular,0.012327847,Small,Tier 1,Grocery Store,764.6578101
13.15,Regular,0.166032929,Medium,Tier 3,Supermarket Type2,1336.953078
11.5,Regular,0.04224015,,Tier 2,Supermarket Type1,1493.507355
,Low Fat,0.072317217,Medium,Tier 3,Supermarket Type3,884.9004128
,Regular,0.139484292,Medium,Tier 3,Supermarket Type3,903.7116898
5.63,Regular,0.024536636,Small,Tier 2,Supermarket Type1,1478.830547
19.2,Regular,0.085296625,Medium,Tier 3,Supermarket Type2,1243.996881
,Low Fat,0.080649685,Medium,Tier 3,Supermarket Type3,884.6015196
6.695,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
15.75,Low Fat,0.054930533,Small,Tier 1,Supermarket Type1,1756.798171
12.5,Low Fat,0.031097948,Medium,Tier 1,Supermarket Type1,2035.389465
21.25,Low Fat,0.016735879,,Tier 3,Grocery Store,419.7483372
,Low Fat,0.134418705,Medium,Tier 3,Supermarket Type3,936.4349856
18.85,Low Fat,0.168266556,Medium,Tier 3,Supermarket Type2,1382.23268
20.1,Low Fat,0.034646067,Small,Tier 2,Supermarket Type1,1535.200404
11.395,Low Fat,0.021639678,Medium,Tier 1,Supermarket Type1,2023.327573
9.3,Low Fat,0.11144608,,Tier 2,Supermarket Type1,1626.491301
,Low Fat,0.013956116,Medium,Tier 3,Supermarket Type3,816.119314
12.8,Low Fat,0.152377658,,Tier 3,Grocery Store,563.95836
6.8,Low Fat,0.037465846,High,Tier 3,Supermarket Type1,1940.425648
,low fat,0.020876485,Medium,Tier 3,Supermarket Type3,821.3566442
15,Regular,0.0268952,,Tier 2,Supermarket Type1,1478.831654
19.85,Regular,0.081916124,,Tier 2,Supermarket Type1,1538.059833
7.85,Low Fat,0.163233667,Medium,Tier 1,Supermarket Type1,2179.3938
20.2,Regular,0.121748174,Medium,Tier 3,Supermarket Type2,1291.34963
11.85,Low Fat,0.132939639,,Tier 2,Supermarket Type1,1653.279404
6.135,Regular,0.079327367,Small,Tier 1,Supermarket Type1,1743.288984
9,LF,0.065194971,High,Tier 3,Supermarket Type1,1976.734481
17.5,Low Fat,0.026248606,Medium,Tier 3,Supermarket Type2,1226.694832
12.15,Low Fat,0.131921819,,Tier 2,Supermarket Type1,1634.560255
11,Regular,0,Medium,Tier 1,Supermarket Type1,1950
17.5,Low Fat,0.026865809,Small,Tier 2,Supermarket Type1,1529.767316
,Regular,0.046544984,Medium,Tier 3,Supermarket Type3,805.7143458
,Low Fat,0.092241348,Medium,Tier 3,Supermarket Type3,898.329277
17.5,Low Fat,0.052740763,,Tier 2,Supermarket Type1,1557.909358
,Low Fat,0,Medium,Tier 3,Supermarket Type3,800
10.6,Low Fat,0.056748659,High,Tier 3,Supermarket Type1,1966.736423
7.145,Low Fat,0.017822936,,Tier 2,Supermarket Type1,1519.836928
,Low Fat,0.017659068,Medium,Tier 3,Supermarket Type3,818.3301126
20.7,Regular,0.07929647,Small,Tier 1,Supermarket Type1,1737.067524
,reg,0.007006883,Medium,Tier 3,Supermarket Type3,757.8967571
17.5,Low Fat,0.026195131,,Tier 2,Supermarket Type1,1526.273716
17.7,Regular,0.042542484,Medium,Tier 1,Supermarket Type1,1996.286223
8.6,Regular,0.054474158,Small,Tier 2,Supermarket Type1,1509.812625
9.5,Regular,0,Medium,Tier 1,Supermarket Type1,1950
17.7,Regular,0.122372504,Medium,Tier 3,Supermarket Type2,1278.124012
12.3,low fat,0.037148619,,Tier 2,Supermarket Type1,1539.526131
6.26,Low Fat,0.052593952,,Tier 3,Grocery Store,461.0615783
17.7,Low Fat,0.012593467,Medium,Tier 3,Supermarket Type2,1213.600944
18.25,Low Fat,0.012325122,Medium,Tier 3,Supermarket Type2,1214.321792
5.8,LF,0.131489269,Medium,Tier 3,Supermarket Type2,1350.160745
14.5,Regular,0.064224789,,Tier 2,Supermarket Type1,1523.922732
18.25,Low Fat,0.060589424,,Tier 2,Supermarket Type1,1560.952961
12.85,Low Fat,0.022649893,,Tier 2,Supermarket Type1,1526.296526
17.1,Low Fat,0.128390273,Small,Tier 2,Supermarket Type1,1643.411935
7.575,Low Fat,0.055476238,Medium,Tier 1,Supermarket Type1,2062.07791
9.21,Low Fat,0.008757492,High,Tier 3,Supermarket Type1,1909.116549
11.3,Low Fat,0.007273831,High,Tier 3,Supermarket Type1,1907.361117
,LF,0.144534212,Small,Tier 1,Grocery Store,970.4058359
13.6,Regular,0.043743689,,Tier 2,Supermarket Type1,1497.986827
20.85,Regular,0.062477955,Medium,Tier 3,Supermarket Type2,1216.164154
9.195,Regular,0.078060601,Small,Tier 1,Supermarket Type1,1730.792722
,Low Fat,0.026740767,Medium,Tier 3,Supermarket Type3,827.9173607
15.75,Low Fat,0.140821917,Medium,Tier 1,Supermarket Type1,2158.565479
16.5,Regular,0.068403271,Medium,Tier 3,Supermarket Type2,1223.39671
,Low Fat,0,Small,Tier 1,Grocery Store,800
20.5,LF,0.02312394,High,Tier 3,Supermarket Type1,1926.523159
17.6,Regular,0.047449835,Medium,Tier 3,Supermarket Type2,1201.86267
8.775,Low Fat,0.110359004,Medium,Tier 3,Supermarket Type2,1323.822802
10.1,Low Fat,0.054620504,Small,Tier 2,Supermarket Type1,1557.897734
18.2,Low Fat,0,,Tier 2,Supermarket Type1,1500
8.975,Regular,0.009051307,High,Tier 3,Supermarket Type1,1860.381849
,Regular,0.160722863,Medium,Tier 3,Supermarket Type3,922.7770777
9.6,Low Fat,0.03625493,High,Tier 3,Supermarket Type1,1937.125048
8.185,Low Fat,0.064824502,,Tier 3,Grocery Store,476.3632634
14.75,Low Fat,0.033024328,Medium,Tier 3,Supermarket Type2,1233.717839
20.5,Low Fat,0.143574191,,Tier 2,Supermarket Type1,1646.158526
14.65,Regular,0.099333217,,Tier 2,Supermarket Type1,1563.239867
19.2,Low Fat,0.12475207,,Tier 2,Supermarket Type1,1631.239178
5.945,Low Fat,0.093170838,Medium,Tier 1,Supermarket Type1,2110.221101
17.5,Regular,0.007538459,Small,Tier 2,Supermarket Type1,1457.900305
10.895,Regular,0.009676286,,Tier 2,Supermarket Type1,1460.00528
20.5,LF,0.141792841,Small,Tier 1,Supermarket Type1,1846.897383
,Regular,0.05436436,Medium,Tier 3,Supermarket Type3,810.4531683
13.65,Regular,0.031573246,Medium,Tier 3,Supermarket Type2,1187.509016
15.7,LF,0.055943697,High,Tier 3,Supermarket Type1,1958.125501
18.7,Regular,0,Small,Tier 2,Supermarket Type1,1450
19.35,Regular,0.066831682,,Tier 3,Grocery Store,426.8564343
16,Regular,0.065165046,Medium,Tier 1,Supermarket Type1,2015.490871
6.965,Low Fat,0,High,Tier 3,Supermarket Type1,1900
11.395,Regular,0.069728296,,Tier 2,Supermarket Type1,1531.651835
7.5,Low Fat,0.09660879,,Tier 2,Supermarket Type1,1599.217227
6.115,Regular,0.007038478,High,Tier 3,Supermarket Type1,1857.559325
,Regular,0.153456703,Small,Tier 1,Grocery Store,910.0553412
14.8,Regular,0.043982464,,Tier 2,Supermarket Type1,1495.433885
8.71,Low Fat,0.139202085,Small,Tier 2,Supermarket Type1,1656.463144
15.5,Regular,0.086184647,Medium,Tier 3,Supermarket Type2,1249.112344
19.35,Regular,0.082250863,Small,Tier 2,Supermarket Type1,1538.748681
,Low Fat,0.034286109,Medium,Tier 3,Supermarket Type3,838.5718726
19.2,Low Fat,0.100482186,Medium,Tier 3,Supermarket Type2,1302.290865
16.25,Regular,0.049051717,Medium,Tier 1,Supermarket Type1,2005.624647
19.85,Low Fat,0.005230786,High,Tier 3,Supermarket Type1,1905.999712
13.65,Regular,0.08062523,Small,Tier 2,Supermarket Type1,1541.832137
7.535,Low Fat,0.081787519,Small,Tier 1,Supermarket Type1,1790.211633
,Low Fat,0.010615026,Small,Tier 1,Grocery Store,811.9843644
,Low Fat,0.009534758,Medium,Tier 3,Supermarket Type3,810.3547472
5.59,Regular,0.056602818,Small,Tier 1,Supermarket Type1,1709.489562
11,Regular,0.057047756,Small,Tier 2,Supermarket Type1,1515.034442
19.85,Low Fat,0.05410964,Medium,Tier 1,Supermarket Type1,2058.871288
17.6,Low Fat,0.058209079,,Tier 2,Supermarket Type1,1566.882232
6.215,Regular,0.083056555,,Tier 3,Grocery Store,437.7077221
15.1,Regular,0.020015391,Medium,Tier 3,Supermarket Type2,1173.458038
13.35,low fat,0.102426197,High,Tier 3,Supermarket Type1,2008.674195
9.5,Regular,0.048761223,Medium,Tier 1,Supermarket Type1,2005.197704
11.8,Regular,0,Small,Tier 2,Supermarket Type1,1450
17.6,Low Fat,0.056281276,Small,Tier 2,Supermarket Type1,1560.333528
19.85,Low Fat,0.008762556,,Tier 3,Grocery Store,410.2346654
13.35,Low Fat,0.139669224,Medium,Tier 1,Supermarket Type1,2141.205585
18.85,Low Fat,0.137972993,,Tier 2,Supermarket Type1,1658.392996
17.5,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
20.2,reg,0.121940099,,Tier 2,Supermarket Type1,1595.474538
5.88,Low Fat,0.024926013,Medium,Tier 1,Supermarket Type1,2026.845316
,Regular,0.039031927,Medium,Tier 3,Supermarket Type3,790.4370764
15.85,Low Fat,0.13727,,Tier 2,Supermarket Type1,1661.01771
5.985,Low Fat,0.095989602,,Tier 2,Supermarket Type1,1601.461009
18.85,Low Fat,0.142443405,,Tier 2,Supermarket Type1,1668.225661
18.85,Low Fat,0.137410256,Medium,Tier 1,Supermarket Type1,2152.113153
7.51,Low Fat,0.104400238,,Tier 2,Supermarket Type1,1606.905844
16.2,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
17.6,Low Fat,0.015750947,Medium,Tier 3,Supermarket Type2,1218.507363
8.97,Low Fat,0.092937216,High,Tier 3,Supermarket Type1,1998.234637
7.22,Regular,0.03828933,High,Tier 3,Supermarket Type1,1890.893004
,Low Fat,0.208162156,Small,Tier 1,Grocery Store,1025.023291
8.71,Low Fat,0.121936216,,Tier 2,Supermarket Type1,1632.788539
17.7,Regular,0.135646297,Medium,Tier 3,Supermarket Type2,1285.646297
15.85,Low Fat,0.069240685,,Tier 2,Supermarket Type1,1582.604137
6.055,Low Fat,0.03127929,,Tier 2,Supermarket Type1,1531.404407
,Regular,0.08186804,Medium,Tier 3,Supermarket Type3,844.3938501
19.25,Regular,0.034753686,Medium,Tier 1,Supermarket Type1,1987.394966
16.5,Low Fat,0.028476451,,Tier 2,Supermarket Type1,1533.573736
13.5,Regular,0.067872402,Small,Tier 1,Supermarket Type1,1729.885817
,Regular,0.026420581,Small,Tier 1,Grocery Store,779.4325272
7.865,Low Fat,0.061183503,,Tier 2,Supermarket Type1,1568.219606
10.6,Low Fat,0.035247642,Medium,Tier 1,Supermarket Type1,2035.600118
,Regular,0.02974207,Medium,Tier 3,Supermarket Type3,780.60459
16.2,Regular,0.128397995,Small,Tier 2,Supermarket Type1,1582.891925
14.5,Regular,0.058918844,Medium,Tier 1,Supermarket Type1,2012.512893
7.235,Low Fat,0.076791671,High,Tier 3,Supermarket Type1,1983.702921
16.75,Low Fat,0.021220113,Small,Tier 2,Supermarket Type1,1522.49332
,Regular,0.2004264,Small,Tier 1,Grocery Store,964.456248
,Low Fat,0.078589629,Medium,Tier 3,Supermarket Type3,891.9498659
14,Regular,0.031261583,Small,Tier 2,Supermarket Type1,1482.543308
19.85,Low Fat,0.005235143,Small,Tier 1,Supermarket Type1,1705.235143
10.895,Low Fat,0.027032204,,Tier 2,Supermarket Type1,1531.952065
5.635,Low Fat,0.172856719,,Tier 3,Grocery Store,603.625215
10.65,Regular,0.085617517,,Tier 2,Supermarket Type1,1550.771818
15.1,Low Fat,0.127334766,,Tier 3,Grocery Store,549.4910153
16.5,Low Fat,0.036641597,Small,Tier 1,Supermarket Type1,1738.510318
13.35,Regular,0.014656564,,Tier 2,Supermarket Type1,1465.374736
12.15,Low Fat,0.037864854,High,Tier 3,Supermarket Type1,1938.243503
13.65,Low Fat,0.036016619,Medium,Tier 1,Supermarket Type1,2039.870397
20.75,Regular,0.12953868,Medium,Tier 1,Supermarket Type1,2090.808545
19.1,Low Fat,0.038531668,High,Tier 3,Supermarket Type1,1939.95734
17.25,LF,0,,Tier 2,Supermarket Type1,1500
,Regular,0.112119359,Medium,Tier 3,Supermarket Type3,863.5769107
,Low Fat,0,Medium,Tier 3,Supermarket Type3,800
10.195,Low Fat,0.041907414,High,Tier 3,Supermarket Type1,1947.983989
16.6,Low Fat,0.027556247,High,Tier 3,Supermarket Type1,1930.504765
17.6,Regular,0.076058484,High,Tier 3,Supermarket Type1,1934.729151
8.185,Low Fat,0.038729057,Small,Tier 1,Supermarket Type1,1740.975342
13.65,Regular,0.080804019,,Tier 2,Supermarket Type1,1532.177687
10.6,Low Fat,0.056884225,Medium,Tier 1,Supermarket Type1,2058.70452
10.8,Low Fat,0.050000257,,Tier 2,Supermarket Type1,1558.850302
15.2,Low Fat,0.021207519,Small,Tier 1,Supermarket Type1,1721.377179
8.895,Low Fat,0,,Tier 2,Supermarket Type1,1500
11.8,Low Fat,0.113307794,Small,Tier 2,Supermarket Type1,1614.667488
7.63,Regular,0.225476528,,Tier 3,Grocery Store,613.1311082
6.55,Regular,0.034800079,,Tier 2,Supermarket Type1,1487.897286
16.85,Low Fat,0.139301634,High,Tier 3,Supermarket Type1,2044.03789
,Low Fat,0.025612348,Medium,Tier 3,Supermarket Type3,830.4274694
7.235,Low Fat,0.077290355,,Tier 2,Supermarket Type1,1580.304679
19.25,Low Fat,0.1017546,Small,Tier 2,Supermarket Type1,1612.438833
13.85,Regular,0.094265737,,Tier 3,Grocery Store,449.4503525
18.1,LF,0.022380952,High,Tier 3,Supermarket Type1,1924.44
18.6,Low Fat,0.01575657,High,Tier 3,Supermarket Type1,1915.945649
6.615,Low Fat,0.156307983,,Tier 3,Grocery Store,578.1911006
15.6,Low Fat,0.195688803,,Tier 3,Grocery Store,615.8447497
18.85,Low Fat,0.13747519,,Tier 2,Supermarket Type1,1650.947759
7.235,Low Fat,0,Small,Tier 2,Supermarket Type1,1500
7.825,Low Fat,0.07962861,Small,Tier 1,Supermarket Type1,1782.49524
,Low Fat,0.03100078,Medium,Tier 3,Supermarket Type3,832.4268159
19.7,Regular,0.016202582,Small,Tier 2,Supermarket Type1,1468.876008
12.6,Low Fat,0.024190156,Small,Tier 2,Supermarket Type1,1528.084771
10.65,Regular,0.085308611,,Tier 2,Supermarket Type1,1545.630953
16.75,Regular,0.008564925,Small,Tier 2,Supermarket Type1,1459.798274
13.8,LF,0.097457483,Medium,Tier 3,Supermarket Type2,1301.84307
9.6,Low Fat,0.029619203,High,Tier 3,Supermarket Type1,1935.483805
13.1,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
14.6,Low Fat,0.150872868,,Tier 2,Supermarket Type1,1660.226986
6.67,Regular,0.09031453,Medium,Tier 3,Supermarket Type2,1258.377436
15.7,Regular,0.018930352,Small,Tier 1,Supermarket Type1,1670.387989
17.75,LF,0.111209003,High,Tier 3,Supermarket Type1,2032.894759
20.2,reg,0.121153331,High,Tier 3,Supermarket Type1,1981.572517
10.85,Low Fat,0.163160327,,Tier 2,Supermarket Type1,1666.423534
20.25,Low Fat,0.148163564,Medium,Tier 1,Supermarket Type1,2164.60972
,Low Fat,0.028281197,Medium,Tier 3,Supermarket Type3,832.0425962
5.86,Regular,0.150853308,Small,Tier 1,Supermarket Type1,1806.284027
6.115,Regular,0.011437302,,Tier 2,Supermarket Type1,1462.855527
19.7,Regular,0.018024769,Small,Tier 1,Supermarket Type1,1669.376627
9.8,Low Fat,0.090448534,Small,Tier 2,Supermarket Type1,1591.805262
12.5,Regular,0.08175276,Small,Tier 1,Supermarket Type1,1739.682778
19.35,Regular,0.109667698,,Tier 3,Grocery Store,463.9447382
16.75,Low Fat,0.075735621,Small,Tier 1,Supermarket Type1,1784.74816
19.1,Low Fat,0.091917786,Small,Tier 1,Supermarket Type1,1802.12066
21.35,Low Fat,0.130127365,,Tier 3,Grocery Store,539.1061532
19.5,LF,0.082483516,High,Tier 3,Supermarket Type1,1985.287956
6.575,Regular,0.075507758,Small,Tier 1,Supermarket Type1,1737.513492
6.67,Regular,0.124126756,,Tier 2,Supermarket Type1,1574.37501
12.3,Low Fat,0.009425158,Medium,Tier 1,Supermarket Type1,2011.234788
16.1,Regular,0.024999711,,Tier 2,Supermarket Type1,1475.299708
,Regular,0.058545606,Small,Tier 1,Grocery Store,816.0394436
17.35,Low Fat,0.020676141,,Tier 2,Supermarket Type1,1522.55767
15.35,Low Fat,0.02346559,,Tier 3,Grocery Store,424.0991609
8.975,Regular,0.05272914,Small,Tier 1,Supermarket Type1,1710.902157
13.15,Low Fat,0.024630755,High,Tier 3,Supermarket Type1,1925.271155
19.5,LF,0.014274292,Small,Tier 1,Supermarket Type1,1714.417035
15.1,Low Fat,0.059313603,Small,Tier 2,Supermarket Type1,1568.863093
5.465,Regular,0.048518008,Small,Tier 2,Supermarket Type1,1500.507246
17.75,Low Fat,0.073349552,High,Tier 3,Supermarket Type1,1982.811644
,Low Fat,0.055648052,Medium,Tier 3,Supermarket Type3,859.0425832
6.96,Low Fat,0.077129323,High,Tier 3,Supermarket Type1,1988.621592
17.85,Low Fat,0.087824967,Medium,Tier 3,Supermarket Type2,1289.757116
5.095,Regular,0.130031207,Medium,Tier 3,Supermarket Type2,1298.495638
5.73,Low Fat,0.045334098,High,Tier 3,Supermarket Type1,1948.099478
7.5,Low Fat,0.096333029,High,Tier 3,Supermarket Type1,1996.718361
7.855,Regular,0.073858923,High,Tier 3,Supermarket Type1,1930.358508
5.655,LF,0.175047104,Small,Tier 2,Supermarket Type1,1703.929876
12.15,Low Fat,0.132952286,,Tier 3,Grocery Store,540.1317094
9.6,Low Fat,0.086145867,,Tier 3,Grocery Store,498.2924342
18.85,Low Fat,0.0520115,High,Tier 3,Supermarket Type1,1954.872133
20.2,Regular,0.059790095,Small,Tier 2,Supermarket Type1,1514.334142
12.15,Regular,0.071440118,,Tier 3,Grocery Store,427.3696478
19.6,Low Fat,0.03395415,Medium,Tier 1,Supermarket Type1,2037.96074
16,Regular,0.099271209,Small,Tier 1,Supermarket Type1,1760.290313
,Low Fat,0.020769677,Medium,Tier 3,Supermarket Type3,822.0989363
6.425,Low Fat,0.06316338,Small,Tier 2,Supermarket Type1,1568.784921
6.825,Low Fat,0.059846975,Small,Tier 1,Supermarket Type1,1764.155957
,reg,0.014342659,Small,Tier 1,Grocery Store,764.88768
7.97,Low Fat,0.057667173,,Tier 3,Grocery Store,464.6449009
17.25,Low Fat,0.037155206,High,Tier 3,Supermarket Type1,1942.282624
9.1,Low Fat,0.080417724,Medium,Tier 1,Supermarket Type1,2084.358192
19.2,Low Fat,0.041227831,Small,Tier 1,Supermarket Type1,1741.392742
,Regular,0.102226474,Medium,Tier 3,Supermarket Type3,868.4804834
,Regular,0.178210285,Medium,Tier 3,Supermarket Type3,946.0313135
14.5,Regular,0.06904249,,Tier 3,Grocery Store,419.5948299
,Regular,0.052791124,Small,Tier 1,Grocery Store,812.6102731
17.75,Regular,0.067607749,Medium,Tier 1,Supermarket Type1,2019.027512
7.145,Low Fat,0.017887474,,Tier 2,Supermarket Type1,1520.445383
8.985,Low Fat,0.184440421,,Tier 2,Supermarket Type1,1697.904572
16.35,low fat,0.091074449,,Tier 2,Supermarket Type1,1593.533459
5.655,Low Fat,0,Small,Tier 1,Supermarket Type1,1700
9.5,Low Fat,0.041951439,Medium,Tier 1,Supermarket Type1,2044.00706
5.78,Regular,0.074087369,High,Tier 3,Supermarket Type1,1933.718727
8.05,Regular,0,High,Tier 3,Supermarket Type1,1850
6.75,Regular,0.108679906,Medium,Tier 3,Supermarket Type2,1259.440665
16.6,Low Fat,0.136500981,,Tier 2,Supermarket Type1,1643.735533
6.095,Low Fat,0.081361288,,Tier 2,Supermarket Type1,1597.633546
15.1,Low Fat,0,,Tier 3,Grocery Store,400
19.35,Regular,0.018591464,Medium,Tier 1,Supermarket Type1,1968.79597
